====================================================== Fold 0: 
glycolysis.physicalEntityParticipant177 glycolysis.RIGHT glycolysis.physicalEntityParticipant22
glycolysis.chemicalStructure183 glycolysis.XREF glycolysis.physicalEntityParticipant195
glycolysis.smallMolecule155 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule218
glycolysis.unificationXref175 glycolysis.XREF glycolysis.unificationXref182
glycolysis.unificationXref52 glycolysis.XREF glycolysis.publicationXref193
glycolysis.unificationXref36 glycolysis.XREF glycolysis.unificationXref279
glycolysis.protein251 glycolysis.CELLULAR-LOCATION glycolysis.physicalEntityParticipant188
glycolysis.physicalEntityParticipant29 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction13
glycolysis.physicalEntityParticipant208 glycolysis.XREF glycolysis.unificationXref48
glycolysis.unificationXref128 glycolysis.ORGANISM glycolysis.unificationXref125
glycolysis.chemicalStructure53 glycolysis.XREF glycolysis.unificationXref211
glycolysis.unificationXref52 glycolysis.STRUCTURE glycolysis.chemicalStructure219
glycolysis.unificationXref151 glycolysis.ORGANISM glycolysis.unificationXref256
glycolysis.unificationXref87 glycolysis.XREF glycolysis.physicalEntityParticipant261
glycolysis.biochemicalReaction260 glycolysis.CONTROLLER glycolysis.biochemicalReaction297
glycolysis.physicalEntityParticipant261 glycolysis.RIGHT glycolysis.publicationXref94
glycolysis.complex96 glycolysis.XREF glycolysis.unificationXref21
glycolysis.unificationXref119 glycolysis.XREF glycolysis.publicationXref10
glycolysis.unificationXref99 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.complex121 glycolysis.ORGANISM glycolysis.unificationXref201
glycolysis.unificationXref287 glycolysis.XREF glycolysis.publicationXref222
glycolysis.unificationXref59 glycolysis.STRUCTURE glycolysis.unificationXref187
glycolysis.unificationXref101 glycolysis.XREF glycolysis.smallMolecule72
glycolysis.catalysis2 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant105
glycolysis.smallMolecule185 glycolysis.PHYSICAL-ENTITY glycolysis.protein141
glycolysis.modulation318 glycolysis.PARTICIPANTS glycolysis.publicationXref9
glycolysis.chemicalStructure150 glycolysis.STRUCTURE glycolysis.chemicalStructure176
glycolysis.unificationXref151 glycolysis.STRUCTURE glycolysis.chemicalStructure176
glycolysis.smallMolecule218 glycolysis.PHYSICAL-ENTITY glycolysis.complex75
glycolysis.smallMolecule178 glycolysis.ORGANISM glycolysis.unificationXref202
glycolysis.physicalEntityParticipant240 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule155
glycolysis.physicalEntityParticipant33 glycolysis.PARTICIPANTS glycolysis.publicationXref239
glycolysis.modulation317 glycolysis.CONTROLLER glycolysis.modulation206
glycolysis.smallMolecule34 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant208
glycolysis.unificationXref257 glycolysis.XREF glycolysis.publicationXref8
glycolysis.unificationXref144 glycolysis.ORGANISM glycolysis.unificationXref125
glycolysis.physicalEntityParticipant240 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.unificationXref287 glycolysis.XREF glycolysis.unificationXref36
glycolysis.smallMolecule106 glycolysis.XREF glycolysis.chemicalStructure28
glycolysis.publicationXref170 glycolysis.XREF glycolysis.unificationXref36
glycolysis.catalysis55 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant159
glycolysis.catalysis299 glycolysis.CONTROLLED glycolysis.biochemicalReaction260
glycolysis.biochemicalReaction297 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant312
glycolysis.physicalEntityParticipant120 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.unificationXref117 glycolysis.XREF glycolysis.physicalEntityParticipant240
glycolysis.chemicalStructure53 glycolysis.STRUCTURE glycolysis.unificationXref31
glycolysis.unificationXref156 glycolysis.XREF glycolysis.unificationXref279
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.publicationXref15 glycolysis.PARTICIPANTS glycolysis.complex75
glycolysis.unificationXref117 glycolysis.XREF glycolysis.unificationXref52
glycolysis.publicationXref14 glycolysis.LEFT glycolysis.physicalEntityParticipant90
glycolysis.protein290 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule229
glycolysis.publicationXref280 glycolysis.XREF glycolysis.publicationXref11
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction56
glycolysis.publicationXref244 glycolysis.XREF glycolysis.unificationXref21
glycolysis.physicalEntityParticipant217 glycolysis.PARTICIPANTS glycolysis.modulation318
glycolysis.unificationXref129 glycolysis.XREF glycolysis.smallMolecule134
glycolysis.unificationXref210 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.protein196 glycolysis.PHYSICAL-ENTITY glycolysis.catalysis238
glycolysis.physicalEntityParticipant323 glycolysis.CONTROLLED glycolysis.biochemicalReaction56
glycolysis.modulation318 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant33
glycolysis.smallMolecule106 glycolysis.CELLULAR-LOCATION glycolysis.openControlledVocabulary40
glycolysis.unificationXref267 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.unificationXref18 glycolysis.XREF glycolysis.unificationXref68
glycolysis.modulation298 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant105
glycolysis.publicationXref9 glycolysis.XREF glycolysis.unificationXref226
glycolysis.unificationXref49 glycolysis.ORGANISM glycolysis.physicalEntityParticipant110
glycolysis.chemicalStructure176 glycolysis.XREF glycolysis.physicalEntityParticipant22
glycolysis.protein209 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule160
glycolysis.physicalEntityParticipant323 glycolysis.XREF glycolysis.unificationXref47
glycolysis.unificationXref224 glycolysis.ORGANISM glycolysis.unificationXref199
glycolysis.complex38 glycolysis.COMPONENTS glycolysis.publicationXref193
glycolysis.modulation308 glycolysis.CONTROLLED glycolysis.publicationXref220
glycolysis.relationshipXref131 glycolysis.ORGANISM glycolysis.smallMolecule149
glycolysis.smallMolecule155 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule58
glycolysis.biochemicalReaction113 glycolysis.PHYSICAL-ENTITY glycolysis.protein284
glycolysis.physicalEntityParticipant303 glycolysis.PARTICIPANTS glycolysis.modulation317
glycolysis.unificationXref87 glycolysis.XREF glycolysis.publicationXref15
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction205
glycolysis.unificationXref255 glycolysis.XREF glycolysis.unificationXref143
glycolysis.chemicalStructure219 glycolysis.STRUCTURE glycolysis.chemicalStructure135
glycolysis.unificationXref226 glycolysis.XREF glycolysis.physicalEntityParticipant177
glycolysis.publicationXref322 glycolysis.CONTROLLED glycolysis.catalysis161
glycolysis.publicationXref322 glycolysis.XREF glycolysis.physicalEntityParticipant261
glycolysis.unificationXref255 glycolysis.ORGANISM glycolysis.smallMolecule106
glycolysis.protein123 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.physicalEntityParticipant90 glycolysis.RIGHT glycolysis.publicationXref259
glycolysis.unificationXref246 glycolysis.ORGANISM glycolysis.smallMolecule72
glycolysis.chemicalStructure183 glycolysis.STRUCTURE glycolysis.unificationXref227
glycolysis.complex265 glycolysis.ORGANISM glycolysis.unificationXref125
glycolysis.unificationXref128 glycolysis.XREF glycolysis.smallMolecule149
glycolysis.unificationXref45 glycolysis.XREF glycolysis.unificationXref278
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.unificationXref200
glycolysis.publicationXref10 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule86
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant90
glycolysis.chemicalStructure28 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.openControlledVocabulary40
glycolysis.protein290 glycolysis.XREF glycolysis.chemicalStructure179
glycolysis.smallMolecule247 glycolysis.XREF glycolysis.unificationXref182
glycolysis.unificationXref45 glycolysis.XREF glycolysis.publicationXref192
glycolysis.physicalEntityParticipant61 glycolysis.RIGHT glycolysis.physicalEntityParticipant29
glycolysis.unificationXref245 glycolysis.XREF glycolysis.relationshipXref266
glycolysis.smallMolecule247 glycolysis.PHYSICAL-ENTITY glycolysis.complex139
glycolysis.unificationXref210 glycolysis.XREF glycolysis.unificationXref278
glycolysis.biochemicalReaction260 glycolysis.XREF glycolysis.unificationXref119
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.physicalEntityParticipant122
glycolysis.unificationXref255 glycolysis.XREF glycolysis.unificationXref68
glycolysis.physicalEntityParticipant190 glycolysis.LEFT glycolysis.publicationXref14
glycolysis.publicationXref203 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant57
glycolysis.chemicalStructure116 glycolysis.XREF glycolysis.physicalEntityParticipant289
glycolysis.complex139 glycolysis.XREF glycolysis.chemicalStructure230
glycolysis.physicalEntityParticipant122 glycolysis.XREF glycolysis.unificationXref210
glycolysis.complex96 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant37
glycolysis.unificationXref129 glycolysis.XREF glycolysis.publicationXref222
glycolysis.unificationXref127 glycolysis.XREF glycolysis.protein42
glycolysis.protein66 glycolysis.XREF glycolysis.unificationXref272
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant312
glycolysis.physicalEntityParticipant303 glycolysis.PHYSICAL-ENTITY glycolysis.complex265
glycolysis.publicationXref222 glycolysis.XREF glycolysis.unificationXref47
glycolysis.unificationXref103 glycolysis.ORGANISM glycolysis.smallMolecule268
glycolysis.smallMolecule91 glycolysis.ORGANISM glycolysis.unificationXref143
glycolysis.publicationXref15 glycolysis.XREF glycolysis.unificationXref87
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.protein251
glycolysis.unificationXref278 glycolysis.ORGANISM glycolysis.smallMolecule30
glycolysis.complex282 glycolysis.ORGANISM glycolysis.unificationXref45
glycolysis.unificationXref182 glycolysis.XREF glycolysis.complex96
glycolysis.protein284 glycolysis.XREF glycolysis.unificationXref101
glycolysis.unificationXref267 glycolysis.ORGANISM glycolysis.chemicalStructure219
glycolysis.complex38 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.physicalEntityParticipant240
glycolysis.physicalEntityParticipant105 glycolysis.CONTROLLED glycolysis.catalysis299
glycolysis.biochemicalReaction260 glycolysis.CONTROLLER glycolysis.modulation302
glycolysis.unificationXref201 glycolysis.XREF glycolysis.unificationXref48
glycolysis.smallMolecule19 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule185
glycolysis.relationshipXref46 glycolysis.ORGANISM glycolysis.relationshipXref266
glycolysis.unificationXref124 glycolysis.ORGANISM glycolysis.smallMolecule247
glycolysis.unificationXref21 glycolysis.XREF glycolysis.physicalEntityParticipant188
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.unificationXref287
glycolysis.publicationXref294 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.publicationXref14 glycolysis.PARTICIPANTS glycolysis.publicationXref322
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.unificationXref49
glycolysis.unificationXref272 glycolysis.XREF glycolysis.publicationXref3
glycolysis.unificationXref256 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.chemicalStructure116 glycolysis.STRUCTURE glycolysis.unificationXref118
glycolysis.smallMolecule262 glycolysis.ORGANISM glycolysis.unificationXref197
glycolysis.publicationXref222 glycolysis.XREF glycolysis.unificationXref271
glycolysis.unificationXref199 glycolysis.XREF glycolysis.smallMolecule149
glycolysis.unificationXref254 glycolysis.XREF glycolysis.protein209
glycolysis.physicalEntityParticipant33 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant228
glycolysis.bioSource43 glycolysis.XREF glycolysis.unificationXref87
glycolysis.smallMolecule247 glycolysis.XREF glycolysis.chemicalStructure116
glycolysis.smallMolecule86 glycolysis.CELLULAR-LOCATION glycolysis.protein251
glycolysis.protein251 glycolysis.PHYSICAL-ENTITY glycolysis.protein66
glycolysis.unificationXref130 glycolysis.XREF glycolysis.unificationXref87
glycolysis.physicalEntityParticipant122 glycolysis.XREF glycolysis.chemicalStructure116
glycolysis.relationshipXref258 glycolysis.ORGANISM glycolysis.relationshipXref142
glycolysis.unificationXref200 glycolysis.ORGANISM glycolysis.unificationXref256
glycolysis.unificationXref47 glycolysis.ORGANISM glycolysis.unificationXref41
glycolysis.unificationXref231 glycolysis.XREF glycolysis.unificationXref213
glycolysis.publicationXref220 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction172
glycolysis.chemicalStructure183 glycolysis.XREF glycolysis.chemicalStructure236
glycolysis.publicationXref203 glycolysis.XREF glycolysis.unificationXref202
glycolysis.smallMolecule106 glycolysis.XREF glycolysis.unificationXref231
glycolysis.unificationXref45 glycolysis.XREF glycolysis.biochemicalReaction13
glycolysis.protein123 glycolysis.PHYSICAL-ENTITY glycolysis.protein66
glycolysis.physicalEntityParticipant65 glycolysis.CONTROLLED glycolysis.biochemicalReaction56
glycolysis.unificationXref143 glycolysis.XREF glycolysis.unificationXref211
glycolysis.unificationXref59 glycolysis.XREF glycolysis.unificationXref235
glycolysis.unificationXref52 glycolysis.XREF glycolysis.unificationXref246
glycolysis.physicalEntityParticipant122 glycolysis.XREF glycolysis.unificationXref287
glycolysis.physicalEntityParticipant289 glycolysis.PARTICIPANTS glycolysis.publicationXref14
glycolysis.smallMolecule34 glycolysis.CELLULAR-LOCATION glycolysis.protein42
glycolysis.unificationXref126 glycolysis.ORGANISM glycolysis.unificationXref246
glycolysis.chemicalStructure176 glycolysis.XREF glycolysis.physicalEntityParticipant16
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.unificationXref267
glycolysis.unificationXref99 glycolysis.ORGANISM glycolysis.unificationXref252
glycolysis.chemicalStructure157 glycolysis.XREF glycolysis.unificationXref201
glycolysis.physicalEntityParticipant95 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule304
glycolysis.smallMolecule268 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule155
glycolysis.physicalEntityParticipant61 glycolysis.RIGHT glycolysis.biochemicalReaction295
glycolysis.unificationXref286 glycolysis.XREF glycolysis.unificationXref175
glycolysis.bioSource43 glycolysis.ORGANISM glycolysis.protein209
glycolysis.biochemicalReaction260 glycolysis.CONTROLLER glycolysis.catalysis2
glycolysis.catalysis207 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant74
glycolysis.unificationXref200 glycolysis.ORGANISM glycolysis.smallMolecule86
glycolysis.publicationXref94 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant57
glycolysis.unificationXref227 glycolysis.STRUCTURE glycolysis.unificationXref87
glycolysis.unificationXref89 glycolysis.XREF glycolysis.chemicalStructure116
glycolysis.physicalEntityParticipant71 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction297
glycolysis.protein284 glycolysis.XREF glycolysis.unificationXref129
glycolysis.physicalEntityParticipant188 glycolysis.XREF glycolysis.unificationXref202
glycolysis.unificationXref130 glycolysis.XREF glycolysis.unificationXref129
glycolysis.unificationXref287 glycolysis.ORGANISM glycolysis.physicalEntityParticipant114
glycolysis.relationshipXref223 glycolysis.XREF glycolysis.unificationXref278
glycolysis.unificationXref255 glycolysis.ORGANISM glycolysis.unificationXref143
glycolysis.unificationXref130 glycolysis.ORGANISM glycolysis.smallMolecule160
glycolysis.physicalEntityParticipant26 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule268
glycolysis.physicalEntityParticipant190 glycolysis.XREF glycolysis.unificationXref99
glycolysis.smallMolecule115 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant281
glycolysis.relationshipXref46 glycolysis.XREF glycolysis.unificationXref225
glycolysis.unificationXref126 glycolysis.XREF glycolysis.physicalEntityParticipant208
glycolysis.protein290 glycolysis.XREF glycolysis.unificationXref287
glycolysis.unificationXref278 glycolysis.XREF glycolysis.unificationXref45
glycolysis.modulation316 glycolysis.CONTROLLER glycolysis.biochemicalReaction260
glycolysis.protein209 glycolysis.PHYSICAL-ENTITY glycolysis.protein42
glycolysis.unificationXref130 glycolysis.ORGANISM glycolysis.unificationXref143
glycolysis.modulation298 glycolysis.CONTROLLER glycolysis.modulation316
glycolysis.chemicalStructure32 glycolysis.STRUCTURE glycolysis.unificationXref151
glycolysis.unificationXref200 glycolysis.XREF glycolysis.publicationXref14
glycolysis.unificationXref279 glycolysis.XREF glycolysis.unificationXref199
glycolysis.chemicalStructure28 glycolysis.XREF glycolysis.unificationXref44
glycolysis.unificationXref69 glycolysis.XREF glycolysis.unificationXref127
glycolysis.smallMolecule149 glycolysis.XREF glycolysis.unificationXref129
glycolysis.unificationXref126 glycolysis.XREF glycolysis.chemicalStructure20
glycolysis.chemicalStructure176 glycolysis.STRUCTURE glycolysis.chemicalStructure150
glycolysis.chemicalStructure60 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.smallMolecule178 glycolysis.PHYSICAL-ENTITY glycolysis.protein221
glycolysis.unificationXref127 glycolysis.XREF glycolysis.unificationXref279
glycolysis.unificationXref125 glycolysis.ORGANISM glycolysis.unificationXref226
glycolysis.unificationXref144 glycolysis.ORGANISM glycolysis.unificationXref200
glycolysis.chemicalStructure93 glycolysis.XREF glycolysis.unificationXref202
glycolysis.unificationXref279 glycolysis.ORGANISM glycolysis.unificationXref245
glycolysis.chemicalStructure32 glycolysis.STRUCTURE glycolysis.chemicalStructure236
glycolysis.unificationXref144 glycolysis.ORGANISM glycolysis.smallMolecule247
glycolysis.unificationXref200 glycolysis.ORGANISM glycolysis.unificationXref146
glycolysis.physicalEntityParticipant37 glycolysis.XREF glycolysis.unificationXref224
glycolysis.unificationXref286 glycolysis.XREF glycolysis.unificationXref292
glycolysis.unificationXref118 glycolysis.STRUCTURE glycolysis.unificationXref249
glycolysis.unificationXref41 glycolysis.XREF glycolysis.unificationXref117
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.publicationXref280
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.publicationXref94
glycolysis.physicalEntityParticipant240 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant315
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant180
glycolysis.complex282 glycolysis.STRUCTURE glycolysis.unificationXref89
glycolysis.unificationXref270 glycolysis.XREF glycolysis.relationshipXref46
glycolysis.relationshipXref67 glycolysis.XREF glycolysis.unificationXref252
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.complex96 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.modulation302 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant57
glycolysis.modulation158 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant217
glycolysis.smallMolecule86 glycolysis.ORGANISM glycolysis.unificationXref278
glycolysis.unificationXref129 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.unificationXref101 glycolysis.ORGANISM glycolysis.unificationXref200
glycolysis.unificationXref45 glycolysis.XREF glycolysis.unificationXref156
glycolysis.chemicalStructure35 glycolysis.CONTROLLER glycolysis.publicationXref322
glycolysis.physicalEntityParticipant65 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant303
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.unificationXref143
glycolysis.complex265 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant110
glycolysis.unificationXref130 glycolysis.XREF glycolysis.unificationXref287
glycolysis.physicalEntityParticipant162 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant217
glycolysis.physicalEntityParticipant65 glycolysis.PARTICIPANTS glycolysis.publicationXref15
glycolysis.unificationXref45 glycolysis.ORGANISM glycolysis.bioSource43
glycolysis.publicationXref280 glycolysis.CONTROLLER glycolysis.modulation302
glycolysis.physicalEntityParticipant177 glycolysis.RIGHT glycolysis.physicalEntityParticipant190
glycolysis.unificationXref270 glycolysis.STRUCTURE glycolysis.chemicalStructure116
glycolysis.modulation317 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant217
glycolysis.unificationXref231 glycolysis.STRUCTURE glycolysis.chemicalStructure53
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.unificationXref146
glycolysis.unificationXref129 glycolysis.XREF glycolysis.publicationXref8
glycolysis.protein196 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant29
glycolysis.chemicalStructure28 glycolysis.STRUCTURE glycolysis.chemicalStructure88
glycolysis.unificationXref245 glycolysis.ORGANISM glycolysis.smallMolecule301
glycolysis.physicalEntityParticipant159 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule247
glycolysis.chemicalStructure60 glycolysis.XREF glycolysis.publicationXref170
glycolysis.unificationXref45 glycolysis.XREF glycolysis.unificationXref245
glycolysis.publicationXref222 glycolysis.XREF glycolysis.unificationXref246
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.chemicalStructure60
glycolysis.unificationXref100 glycolysis.XREF glycolysis.unificationXref52
glycolysis.modulation314 glycolysis.PARTICIPANTS glycolysis.catalysis2
glycolysis.smallMolecule160 glycolysis.XREF glycolysis.unificationXref70
glycolysis.modulation216 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant261
glycolysis.complex96 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule160
glycolysis.smallMolecule149 glycolysis.ORGANISM glycolysis.unificationXref128
glycolysis.physicalEntityParticipant289 glycolysis.PHYSICAL-ENTITY glycolysis.protein66
glycolysis.publicationXref294 glycolysis.XREF glycolysis.unificationXref143
glycolysis.protein141 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant120
glycolysis.physicalEntityParticipant228 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule19
glycolysis.publicationXref280 glycolysis.CONTROLLED glycolysis.modulation237
glycolysis.publicationXref280 glycolysis.XREF glycolysis.unificationXref127
glycolysis.unificationXref270 glycolysis.XREF glycolysis.physicalEntityParticipant39
glycolysis.unificationXref87 glycolysis.COMPONENTS glycolysis.chemicalStructure135
glycolysis.unificationXref201 glycolysis.XREF glycolysis.physicalEntityParticipant261
glycolysis.physicalEntityParticipant61 glycolysis.XREF glycolysis.unificationXref128
glycolysis.biochemicalReaction295 glycolysis.XREF glycolysis.unificationXref267
glycolysis.unificationXref128 glycolysis.XREF glycolysis.unificationXref254
glycolysis.unificationXref143 glycolysis.XREF glycolysis.physicalEntityParticipant190
glycolysis.physicalEntityParticipant228 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant26
glycolysis.chemicalStructure53 glycolysis.XREF glycolysis.unificationXref125
glycolysis.physicalEntityParticipant159 glycolysis.CONTROLLER glycolysis.publicationXref280
glycolysis.unificationXref146 glycolysis.XREF glycolysis.chemicalStructure157
glycolysis.unificationXref270 glycolysis.XREF glycolysis.unificationXref127
glycolysis.publicationXref12 glycolysis.PHYSICAL-ENTITY glycolysis.openControlledVocabulary17
glycolysis.chemicalStructure116 glycolysis.XREF glycolysis.unificationXref270
glycolysis.physicalEntityParticipant217 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant159
glycolysis.publicationXref8 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.publicationXref3 glycolysis.XREF glycolysis.unificationXref103
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.unificationXref231
glycolysis.modulation232 glycolysis.CONTROLLED glycolysis.catalysis293
glycolysis.smallMolecule19 glycolysis.ORGANISM glycolysis.unificationXref41
glycolysis.unificationXref255 glycolysis.XREF glycolysis.chemicalStructure35
glycolysis.unificationXref256 glycolysis.XREF glycolysis.physicalEntityParticipant37
glycolysis.unificationXref69 glycolysis.XREF glycolysis.relationshipXref258
glycolysis.modulation317 glycolysis.XREF glycolysis.chemicalStructure35
glycolysis.complex282 glycolysis.ORGANISM glycolysis.unificationXref128
glycolysis.unificationXref270 glycolysis.STRUCTURE glycolysis.chemicalStructure53
glycolysis.chemicalStructure32 glycolysis.XREF glycolysis.unificationXref117
glycolysis.modulation237 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant217
glycolysis.chemicalStructure32 glycolysis.XREF glycolysis.unificationXref124
glycolysis.modulation302 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant85
glycolysis.unificationXref198 glycolysis.ORGANISM glycolysis.unificationXref128
glycolysis.unificationXref200 glycolysis.ORGANISM glycolysis.unificationXref144
glycolysis.unificationXref128 glycolysis.XREF glycolysis.physicalEntityParticipant177
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.unificationXref271
glycolysis.complex265 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule181
glycolysis.modulation316 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant33
glycolysis.physicalEntityParticipant240 glycolysis.XREF glycolysis.unificationXref41
glycolysis.unificationXref201 glycolysis.XREF glycolysis.unificationXref286
glycolysis.modulation237 glycolysis.CONTROLLED glycolysis.publicationXref220
glycolysis.chemicalStructure150 glycolysis.ORGANISM glycolysis.relationshipXref46
glycolysis.smallMolecule149 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule86
glycolysis.physicalEntityParticipant95 glycolysis.RIGHT glycolysis.physicalEntityParticipant208
glycolysis.physicalEntityParticipant289 glycolysis.XREF glycolysis.unificationXref198
glycolysis.openControlledVocabulary17 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule229
glycolysis.protein66 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.unificationXref200 glycolysis.XREF glycolysis.unificationXref117
glycolysis.physicalEntityParticipant177 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.physicalEntityParticipant61 glycolysis.PARTICIPANTS glycolysis.publicationXref322
glycolysis.physicalEntityParticipant281 glycolysis.PHYSICAL-ENTITY glycolysis.protein221
glycolysis.unificationXref210 glycolysis.XREF glycolysis.chemicalStructure20
glycolysis.unificationXref278 glycolysis.XREF glycolysis.unificationXref202
glycolysis.unificationXref156 glycolysis.XREF glycolysis.unificationXref87
glycolysis.unificationXref124 glycolysis.ORGANISM glycolysis.physicalEntityParticipant114
glycolysis.modulation316 glycolysis.CONTROLLED glycolysis.catalysis299
glycolysis.unificationXref227 glycolysis.XREF glycolysis.unificationXref45
glycolysis.physicalEntityParticipant315 glycolysis.PARTICIPANTS glycolysis.catalysis83
glycolysis.relationshipXref46 glycolysis.XREF glycolysis.publicationXref3
glycolysis.publicationXref322 glycolysis.PARTICIPANTS glycolysis.complex191
glycolysis.physicalEntityParticipant261 glycolysis.RIGHT glycolysis.physicalEntityParticipant16
glycolysis.publicationXref10 glycolysis.XREF glycolysis.unificationXref187
glycolysis.unificationXref87 glycolysis.XREF glycolysis.chemicalStructure186
glycolysis.smallMolecule106 glycolysis.XREF glycolysis.unificationXref287
glycolysis.complex265 glycolysis.ORGANISM glycolysis.unificationXref267
glycolysis.unificationXref118 glycolysis.XREF glycolysis.complex191
glycolysis.smallMolecule268 glycolysis.PHYSICAL-ENTITY glycolysis.complex265
glycolysis.unificationXref146 glycolysis.XREF glycolysis.unificationXref246
glycolysis.physicalEntityParticipant22 glycolysis.PARTICIPANTS glycolysis.modulation232
glycolysis.smallMolecule160 glycolysis.XREF glycolysis.chemicalStructure32
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.smallMolecule111
glycolysis.unificationXref224 glycolysis.XREF glycolysis.protein98
glycolysis.chemicalStructure93 glycolysis.XREF glycolysis.unificationXref156
glycolysis.publicationXref192 glycolysis.XREF glycolysis.unificationXref246
glycolysis.smallMolecule134 glycolysis.XREF glycolysis.unificationXref41
